trial,condition,question,response_text,raw_response_text,final_response_text,tool_calls,grounding_violation,grounding_violations,token_usage,token_usage_total,llm_error,response_time_ms,npc_steps,npc_coverage,npc_knowledge,target_location,target_was_observed,knowledge_mode,response_mode,competing,selective_attention,memory_decay_ticks,run_id,outcome_bucket,correct_via,chebyshev_distance,had_mixed_content,groundedness_rate,n_claims,n_grounded,n_shape_confusion,n_fabricated,on_topic,committal,false_refusal,judge_bucket,judge_correct_via,judge_chebyshev,judge_had_mixed,judge_on_topic,judge_committal,judge_n_claims,judge_n_grounded,judge_n_shape_conf,judge_n_fabricated,judge_groundedness,judge_naturalness,judge_reasoning,judge_error,regex_judge_agree
10,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the far northern edge.","Aye, I found a crimson flag in the far northern edge.","Aye, I found a crimson flag in the far northern edge.",[],False,[],[],{},,0.021899992134422064,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the far northern edge.', 'I found a soul gem in the centre.', 'I found a sapphire banner in the western side.', 'I found a sapphire rune stone in the far eastern side.', 'I found a emerald gem in the far northeast corner.', 'I found a emerald banner in the southeast corner.', 'I found a alchemy ingredient in the far northwest corner.', 'I found a amethyst gem in the centre.', 'I found a amethyst banner in the far northern edge.', 'I found a amethyst rune stone in the southwest corner.', 'I found a crimson gem in the far northern edge.', 'I found a crimson rune stone in the far southern edge.', 'I found a golden gem in the western side.', 'I found a golden banner in the centre.', 'I found a golden rune stone in the northern edge.']","(9, 0)",True,perfect,deterministic,False,,,20260420T234434_seed10_experiment_perfect_deterministic_trial10,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,"The NPC correctly stated the region where it observed the crimson flag, which matches the ground truth.",,True
11,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the far southern edge.","Aye, I found a crimson flag in the far southern edge.","Aye, I found a crimson flag in the far southern edge.",[],False,[],[],{},,0.014400022337213159,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the far southern edge.', 'I found a soul gem in the far southern edge.', 'I found a sapphire banner in the far southeast corner.', 'I found a sapphire rune stone in the centre.', 'I found a emerald gem in the northern edge.', 'I found a emerald banner in the southwest corner.', 'I found a alchemy ingredient in the centre.', 'I found a amethyst gem in the eastern side.', 'I found a amethyst banner in the northeast corner.', 'I found a amethyst rune stone in the far western side.', 'I found a crimson gem in the northwest corner.', 'I found a crimson rune stone in the far western side.', 'I found a golden gem in the far southeast corner.', 'I found a golden banner in the southeast corner.', 'I found a golden rune stone in the far western side.']","(7, 13)",True,perfect,deterministic,False,,,20260420T234443_seed11_experiment_perfect_deterministic_trial11,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly stated its location by region.,,True
12,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the northern edge.","Aye, I found a crimson flag in the northern edge.","Aye, I found a crimson flag in the northern edge.",[],False,[],[],{},,0.016000005416572094,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the northern edge.', 'I found a soul gem in the eastern side.', 'I found a sapphire banner in the eastern side.', 'I found a sapphire rune stone in the western side.', 'I found a emerald gem in the far western side.', 'I found a emerald banner in the southeast corner.', 'I found a alchemy ingredient in the southern edge.', 'I found a amethyst gem in the far eastern side.', 'I found a amethyst banner in the western side.', 'I found a amethyst rune stone in the far southwest corner.', 'I found a crimson gem in the northern edge.', 'I found a crimson rune stone in the centre.', 'I found a golden gem in the western side.', 'I found a golden banner in the far northeast corner.', 'I found a golden rune stone in the far western side.']","(7, 4)",True,perfect,deterministic,False,,,20260420T234451_seed12_experiment_perfect_deterministic_trial12,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,"The NPC correctly stated the region of the queried object, which it had observed.",,True
13,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the northwest corner.","Aye, I found a crimson flag in the northwest corner.","Aye, I found a crimson flag in the northwest corner.",[],False,[],[],{},,0.016200006939470768,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the northwest corner.', 'I found a soul gem in the far southeast corner.', 'I found a sapphire banner in the southeast corner.', 'I found a sapphire rune stone in the far southeast corner.', 'I found a emerald gem in the southwest corner.', 'I found a emerald banner in the southwest corner.', 'I found a alchemy ingredient in the far southwest corner.', 'I found a amethyst gem in the northeast corner.', 'I found a amethyst banner in the far northwest corner.', 'I found a amethyst rune stone in the far southern edge.', 'I found a crimson gem in the southwest corner.', 'I found a crimson rune stone in the far northwest corner.', 'I found a golden gem in the northern edge.', 'I found a golden banner in the far southeast corner.', 'I found a golden rune stone in the far northern edge.']","(4, 4)",True,perfect,deterministic,False,,,20260420T234500_seed13_experiment_perfect_deterministic_trial13,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly identified its location by region.,,True
14,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the far western side.","Aye, I found a crimson flag in the far western side.","Aye, I found a crimson flag in the far western side.",[],False,[],[],{},,0.02680000034160912,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the far western side.', 'I found a soul gem in the southeast corner.', 'I found a sapphire banner in the eastern side.', 'I found a sapphire rune stone in the northwest corner.', 'I found a emerald gem in the northeast corner.', 'I found a emerald banner in the southwest corner.', 'I found a alchemy ingredient in the far southwest corner.', 'I found a amethyst gem in the northern edge.', 'I found a amethyst banner in the southern edge.', 'I found a amethyst rune stone in the far eastern side.', 'I found a crimson gem in the southern edge.', 'I found a crimson rune stone in the far northeast corner.', 'I found a golden gem in the northwest corner.', 'I found a golden banner in the far southeast corner.', 'I found a golden rune stone in the centre.']","(1, 9)",True,perfect,deterministic,False,,,20260420T234508_seed14_experiment_perfect_deterministic_trial14,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly stated its location by region.,,True
15,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the far northwest corner.","Aye, I found a crimson flag in the far northwest corner.","Aye, I found a crimson flag in the far northwest corner.",[],False,[],[],{},,0.0109999964479357,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the far northwest corner.', 'I found a soul gem in the southern edge.', 'I found a sapphire banner in the far northwest corner.', 'I found a sapphire rune stone in the far northeast corner.', 'I found a emerald gem in the far northwest corner.', 'I found a emerald banner in the far southeast corner.', 'I found a alchemy ingredient in the northeast corner.', 'I found a amethyst gem in the far southeast corner.', 'I found a amethyst banner in the northern edge.', 'I found a amethyst rune stone in the far western side.', 'I found a crimson gem in the southern edge.', 'I found a crimson rune stone in the northern edge.', 'I found a golden gem in the northern edge.', 'I found a golden banner in the far southeast corner.', 'I found a golden rune stone in the far southwest corner.']","(3, 0)",True,perfect,deterministic,False,,,20260420T234515_seed15_experiment_perfect_deterministic_trial15,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly stated its location by referencing the correct region.,,True
16,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the centre.","Aye, I found a crimson flag in the centre.","Aye, I found a crimson flag in the centre.",[],False,[],[],{},,0.013399985618889332,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the centre.', 'I found a soul gem in the northern edge.', 'I found a sapphire banner in the northern edge.', 'I found a sapphire rune stone in the far northern edge.', 'I found a emerald gem in the far southern edge.', 'I found a emerald banner in the southeast corner.', 'I found a alchemy ingredient in the northwest corner.', 'I found a amethyst gem in the northeast corner.', 'I found a amethyst banner in the far northwest corner.', 'I found a amethyst rune stone in the far southwest corner.', 'I found a crimson gem in the southern edge.', 'I found a crimson rune stone in the southwest corner.', 'I found a golden gem in the northern edge.', 'I found a golden banner in the far southwest corner.', 'I found a golden rune stone in the western side.']","(5, 7)",True,perfect,deterministic,False,,,20260420T234522_seed16_experiment_perfect_deterministic_trial16,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly stated its location by region.,,True
17,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the centre.","Aye, I found a crimson flag in the centre.","Aye, I found a crimson flag in the centre.",[],False,[],[],{},,0.020400009816512465,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the centre.', 'I found a soul gem in the northeast corner.', 'I found a sapphire banner in the northern edge.', 'I found a sapphire rune stone in the southwest corner.', 'I found a emerald gem in the southeast corner.', 'I found a emerald banner in the southern edge.', 'I found a alchemy ingredient in the far northwest corner.', 'I found a amethyst gem in the far northeast corner.', 'I found a amethyst banner in the western side.', 'I found a amethyst rune stone in the far southeast corner.', 'I found a crimson gem in the northern edge.', 'I found a crimson rune stone in the far eastern side.', 'I found a golden gem in the eastern side.', 'I found a golden banner in the far southeast corner.', 'I found a golden rune stone in the southeast corner.']","(8, 6)",True,perfect,deterministic,False,,,20260420T234531_seed17_experiment_perfect_deterministic_trial17,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC had observed the target and correctly stated its location by region.,,True
18,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the far northwest corner.","Aye, I found a crimson flag in the far northwest corner.","Aye, I found a crimson flag in the far northwest corner.",[],False,[],[],{},,0.014100020052865148,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the far northwest corner.', 'I found a soul gem in the eastern side.', 'I found a sapphire banner in the northern edge.', 'I found a sapphire rune stone in the western side.', 'I found a emerald gem in the western side.', 'I found a emerald banner in the western side.', 'I found a alchemy ingredient in the far northeast corner.', 'I found a amethyst gem in the northwest corner.', 'I found a amethyst banner in the far southeast corner.', 'I found a amethyst rune stone in the far western side.', 'I found a crimson gem in the southern edge.', 'I found a crimson rune stone in the southeast corner.', 'I found a golden gem in the far southwest corner.', 'I found a golden banner in the northeast corner.', 'I found a golden rune stone in the northwest corner.']","(2, 1)",True,perfect,deterministic,False,,,20260420T234539_seed18_experiment_perfect_deterministic_trial18,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly stated its location by referencing the correct region.,,True
19,Perfect + Deterministic,Please show me where the crimson flag is.,"Aye, I found a crimson flag in the far northeast corner.","Aye, I found a crimson flag in the far northeast corner.","Aye, I found a crimson flag in the far northeast corner.",[],False,[],[],{},,0.012699980288743973,0,1.0,"['I am currently in the far northwest corner.', ""I've explored 100% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson flag in the far northeast corner.', 'I found a soul gem in the far southeast corner.', 'I found a sapphire banner in the far northern edge.', 'I found a sapphire rune stone in the northern edge.', 'I found a emerald gem in the centre.', 'I found a emerald banner in the northern edge.', 'I found a alchemy ingredient in the northern edge.', 'I found a amethyst gem in the northern edge.', 'I found a amethyst banner in the far northwest corner.', 'I found a amethyst rune stone in the far southwest corner.', 'I found a crimson gem in the far southwest corner.', 'I found a crimson rune stone in the far southern edge.', 'I found a golden gem in the far northwest corner.', 'I found a golden banner in the centre.', 'I found a golden rune stone in the far southwest corner.']","(10, 0)",True,perfect,deterministic,False,,,20260420T234546_seed19_experiment_perfect_deterministic_trial19,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC correctly stated the region where it observed the queried crimson flag.,,True
